
変数情報			
変数	位置	ラベル	欠損値
ZQ48_1A	416	問48(1)-1_世帯の収入源―賃金・給料	
ZQ48_1B	417	問48(1)-2_世帯の収入源―農林漁業からの事業収入	
ZQ48_1C	418	問48(1)-3_世帯の収入源―農林漁業以外の事業収入	
ZQ48_1D	419	問48(1)-4_世帯の収入源―内職収入	
ZQ48_1E	420	問48(1)-5_世帯の収入源―家賃・地代	
ZQ48_1F	421	問48(1)-6_世帯の収入源―利子・配当	
ZQ48_1G	422	問48(1)-7_世帯の収入源―仕送り	
ZQ48_1H	423	問48(1)-8_世帯の収入源―年金（除く障害年金）・恩給	
ZQ48_1I	424	問48(1)-9_世帯の収入源―障害年金	
ZQ48_1J	425	問48(1)-10_世帯の収入源―雇用保険（失業等給付）	
ZQ48_1K	426	問48(1)-11_世帯の収入源―生活保護	
ZQ48_1L	427	問48(1)-12_世帯の収入源―児童扶養手当	
ZQ48_1M	428	問48(1)-13_世帯の収入源―その他	
ZQ48_2	429	問48(2)_上記のうち主な収入源	
ZQ49	430	問49_世帯で所有している資産の総額	
ZQ50	431	問50_婚姻状態	
ZQ51	432	問51_結婚時の満年齢	
ZQ51A	433	問51_結婚時―元号	
ZQ51Y	434	問51_結婚時―年	
ZQ52A	435	問52_配偶者生年―元号	
ZQ52Y	436	問52_配偶者生年―年	
ZQ53_A	437	問53-1_配偶者と知り合ったきっかけ―親・きょうだいの紹介で	
ZQ53_B	438	問53-2_配偶者と知り合ったきっかけ―親・きょうだい以外の親族の紹介で	
ZQ53_C	439	問53-3_配偶者と知り合ったきっかけ―友人・知人・幼なじみの紹介で	
ZQ53_D	440	問53-4_配偶者と知り合ったきっかけ―職場の同僚・上司の紹介で	
ZQ53_E	441	問53-5_配偶者と知り合ったきっかけ―職場で	
ZQ53_F	442	問53-6_配偶者と知り合ったきっかけ―学校での授業・部活・サークル活動で	
ZQ53_G	443	問53-7_配偶者と知り合ったきっかけ―アルバイト先で	
ZQ53_H	444	問53-8_配偶者と知り合ったきっかけ―趣味・習い事で	
ZQ53_I	445	問53-9_配偶者と知り合ったきっかけ―合コンで	
ZQ53_J	446	問53-10_配偶者と知り合ったきっかけ―お見合いで	
ZQ53_K	447	問53-11_配偶者と知り合ったきっかけ―お見合いパーティーで	
ZQ53_L	448	問53-12_配偶者と知り合ったきっかけ―インターネット・携帯を通して	
ZQ53_M	449	問53-13_配偶者と知り合ったきっかけ―街中や旅先で	
ZQ53_N	450	問53-14_配偶者と知り合ったきっかけ―結婚相談所や結婚仲介サービスで	
ZQ53_O	451	問53-15_配偶者と知り合ったきっかけ―その他	
ZQ54A	452	問54A_頻度―配偶者が食事の用意	
ZQ54B	453	問54B_頻度―洗濯	
ZQ54C	454	問54C_頻度―家の掃除	
ZQ54D	455	問54D_頻度―日用品・食料品の買い物	
ZQ54E	456	問54E_頻度―夫婦で一緒に食事をする	
ZQ54F	457	問54F_頻度―夫婦で話をする	
ZQ55_1	458	問55(1)_配偶者職・働き方	
ZQ55_2	459	問55(2)_配偶者職・職業―大分類(プリコード)	
ZQ55_2C	460	問55(2)_配偶者職・職業―小分類(新規コードあり)	
ZQ55_2L	461	問55(2)_配偶者職・職業―大分類（アフターコード）	
ZQ55_2R	462	問55(2)_配偶者職・職業―小分類(SSM職業分類(95年版)準拠)	
ZQ55_3	463	問55(3)_配偶者職・役職	
ZQ55_4A	464	問55(4)A_配偶者職・従事時間（1日あたり）	
ZQ55_4W	465	問55(4)B_配偶者職・従事日数（週あたり）	
ZQ55_4M	466	問55(4)B_配偶者職・従事日数（月あたり）	
ZQ55_4X	467	問55(4)C_配偶者職・帰宅時間―午前・午後	
ZQ55_4Y	468	問55(4)C_配偶者職・帰宅時間―時	
ZQ55_4Z	469	問55(4)C_配偶者職・帰宅時間―分	
ZQ55_5	470	問55(5)_配偶者職・企業規模	
ZQ56	471	問56_結婚についてどのように考えているか	
ZQ57_1	472	問57(1)_よく話をする異性の数	
ZQ57_2	473	問57(2)_交際してみたい異性と出会うきっかけ	
ZQ57_3A	474	問57(3)-1_交際してみたい異性と出会うために今までにやったこと―親・きょうだいに紹介を依頼	
ZQ57_3B	475	問57(3)-2_交際してみたい異性と出会うために今までにやったこと―親・きょうだい以外の親族に紹介を依頼	
ZQ57_3C	476	問57(3)-3_交際してみたい異性と出会うために今までにやったこと―友人・知人・幼なじみに紹介を依頼	
ZQ57_3D	477	問57(3)-4_交際してみたい異性と出会うために今までにやったこと―職場・アルバイト先の同僚・上司に紹介を依頼	
ZQ57_3E	478	問57(3)-5_交際してみたい異性と出会うために今までにやったこと―学校の授業・部活・サークル活動などに参加	
ZQ57_3F	479	問57(3)-6_交際してみたい異性と出会うために今までにやったこと―趣味・習い事に参加	
ZQ57_3G	480	問57(3)-7_交際してみたい異性と出会うために今までにやったこと―合コンに参加	
ZQ57_3H	481	問57(3)-8_交際してみたい異性と出会うために今までにやったこと―お見合いに参加	
ZQ57_3I	482	問57(3)-9_交際してみたい異性と出会うために今までにやったこと―お見合いパーティーに参加	
ZQ57_3J	483	問57(3)-10_交際してみたい異性と出会うために今までにやったこと―インターネット・携帯を通してさがす	
ZQ57_3K	484	問57(3)-11_交際してみたい異性と出会うために今までにやったこと―街中や旅先で声をかける	
ZQ57_3L	485	問57(3)-12_交際してみたい異性と出会うために今までにやったこと―結婚相談所や結婚仲介サービスに登録	
ZQ57_3M	486	問57(3)-13_交際してみたい異性と出会うために今までにやったこと―その他	
ZQ57_3N	487	問57(3)-14_交際してみたい異性と出会うために今までにやったこと―特にない	
ZQ58	488	問58_現在交際している人はいるか	
ZQ58S	489	問58付問_過去に婚約者または特定の交際相手はいたか	
ZQ59_1Y	490	問59(1)_交際期間―年	
ZQ59_1M	491	問59(1)_交際期間―月	
ZQ59_2Y	492	問59(2)_今後も交際を続けていきたいか	
ZQ59_2N	493	問59(2)_当時の交際を続けたかったか	
ZQ59_3A	494	問59(3)-1_婚約者・交際相手と知り合ったきっかけ―親・きょうだいの紹介で	
ZQ59_3B	495	問59(3)-2_婚約者・交際相手と知り合ったきっかけ―親・きょうだい以外の親族の紹介で	
ZQ59_3C	496	問59(3)-3_婚約者・交際相手と知り合ったきっかけ―友人・知人・幼なじみの紹介で	
ZQ59_3D	497	問59(3)-4_婚約者・交際相手と知り合ったきっかけ―職場の同僚・上司の紹介で	
ZQ59_3E	498	問59(3)-5_婚約者・交際相手と知り合ったきっかけ―職場で	
ZQ59_3F	499	問59(3)-6_婚約者・交際相手と知り合ったきっかけ―学校での授業・部活・サークル活動で	
ZQ59_3G	500	問59(3)-7_婚約者・交際相手と知り合ったきっかけ―アルバイト先で	
ZQ59_3H	501	問59(3)-8_婚約者・交際相手と知り合ったきっかけ―趣味・習い事で	
ZQ59_3I	502	問59(3)-9_婚約者・交際相手と知り合ったきっかけ―合コンで	
ZQ59_3J	503	問59(3)-10_婚約者・交際相手と知り合ったきっかけ―お見合いで	
ZQ59_3K	504	問59(3)-11_婚約者・交際相手と知り合ったきっかけ―お見合いパーティーで	
ZQ59_3L	505	問59(3)-12_婚約者・交際相手と知り合ったきっかけ―インターネット・携帯を通して	
ZQ59_3M	506	問59(3)-13_婚約者・交際相手と知り合ったきっかけ―街中や旅先で	
ZQ59_3N	507	問59(3)-14_婚約者・交際相手と知り合ったきっかけ―結婚相談所や結婚仲介サービスで	
ZQ59_3O	508	問59(3)-15_婚約者・交際相手と知り合ったきっかけ―その他	
ZQ60_A	509	問60-1_現在独身でいる理由―結婚するにはまだ若すぎるから	
ZQ60_B	510	問60-2_現在独身でいる理由―結婚するには年をとりすぎているから	
ZQ60_C	511	問60-3_現在独身でいる理由―結婚する必要性をまだかんじないから	
ZQ60_D	512	問60-4_現在独身でいる理由―今は、仕事（または学業）にうちこみたいから	
ZQ60_E	513	問60-5_現在独身でいる理由―今は、趣味や娯楽を楽しみたいから	
ZQ60_F	514	問60-6_現在独身でいる理由―適当な相手にまだめぐり会わないから	
ZQ60_G	515	問60-7_現在独身でいる理由―独身の自由さや気楽さを失いたくないから	
ZQ60_H	516	問60-8_現在独身でいる理由―家の居心地がいいから	
ZQ60_I	517	問60-9_現在独身でいる理由―異性とつきあう時間がないから	
ZQ60_J	518	問60-10_現在独身でいる理由―異性とうまくつきあえないから	
ZQ60_K	519	問60-11_現在独身でいる理由―結婚後の経済状況に不安があるから	
ZQ60_L	520	問60-12_現在独身でいる理由―現在の交際をもっと深めたいから	
ZQ60_M	521	問60-13_現在独身でいる理由―現在の交際相手との結婚を決めるタイミング、きっかけがないから	
ZQ60_N	522	問60-14_現在独身でいる理由―交際相手が結婚を望んでいないから	
ZQ60_O	523	問60-15_現在独身でいる理由―結婚資金が足りないから	
ZQ60_P	524	問60-16_現在独身でいる理由―親や周囲が結婚に同意しないから	
ZQ60_Q	525	問60-17_現在独身でいる理由―結婚後の生活全般に不安があるから	
ZQ60_R	526	問60-18_現在独身でいる理由―その他	
ZQ60_S	527	問60-19_現在独身でいる理由―現在の交際相手ともうすぐ結婚する予定	
ZQ61_A	528	問61-1_10年後の働き方―正社員・正職員として働いていたい	
ZQ61_B	529	問61-2_10年後の働き方―自分で事業をおこしていたい	
ZQ61_C	530	問61-3_10年後の働き方―親の家業を継いでいたい	
ZQ61_D	531	問61-4_10年後の働き方―独立して一人で仕事をしていたい	
ZQ61_E	532	問61-5_10年後の働き方―アルバイトやパートで働いていたい	
ZQ61_F	533	問61-6_10年後の働き方―専業主婦・主夫でいたい	
ZQ61_G	534	問61-7_10年後の働き方―働かないでいたい	
ZQ61_H	535	問61-8_10年後の働き方―その他	
ZQ61_I	536	問61-9_10年後の働き方―わからない	
ZQ62	537	問62_10年後の自分の暮らしむき	
AQSURVEY	538	W2回答	
AQBLOCK	539	w2 対象者居住地・地域	
AQSIZE	540	w2 対象者居住地・都市規模	
AQ02	541	w2問2_就業状況	
AQ02_1	542	w2問2付問1_通学か家事か	
AQ02_2	543	w2問2付問2_収入になる仕事をしたいか	
AQ03_1	544	w2問3(1)_現職・働き方	
AQ03_1S	545	w2問3(1)-2_現職・前年と同じ働き方か	
AQ03_2	546	w2問3(2)_現職・職業―大分類(プリコード)	
aq03_2c	547	w2問3(2)_現職・職業_小分類（07版）	
aq03_2l	548	w2問3(2)_現職・職業_大分類（アフターコード）	
AQ03_2S2	549	w2問3(2)-3_現職・前年と同じ仕事か	
AQ03_3	550	w2問3(3)_現職・役職	
AQ03_3S	551	w2問3(3)-2_現職・前年と同じ役職か	
AQ03_41	552	w2問3(4)A_現職・従事時間（1日あたり）	
AQ03_4M	553	w2問3(4)B_現職・従事日数（月あたり）	
AQ03_5A	554	w2問3(5)-1_現職・収入の形態―時給	
AQ03_5B	555	w2問3(5)-2_現職・収入の形態―日給	
AQ03_5C	556	w2問3(5)-3_現職・収入の形態―週給	
AQ03_5D	557	w2問3(5)-4_現職・収入の形態―月給	
AQ03_5E	558	w2問3(5)-5_現職・収入の形態―年俸	
AQ03_5F	559	w2問3(5)-6_現職・収入の形態―その他	
AQ03_5AS	560	w2問3(5)-1_現職・収入の金額―時給	
AQ03_5BS	561	w2問3(5)-2_現職・収入の金額―日給	
AQ03_5CS	562	w2問3(5)-3_現職・収入の金額―週給	
AQ03_5DS	563	w2問3(5)-4_現職・収入の金額―月給	
AQ03_5ES	564	w2問3(5)-5_現職・収入の金額―年俸	
aq03_6c	565	w2問3(6)_現職・産業（SSM産業コード）	
AQ03_7	566	w2問3(7)_現職・企業規模	
AQ03_8	567	w2問3(8)_通勤時間	
AQ03_9	568	w2問3(9)_週あたりの所定労働時間	
AQ03_10	569	w2問3(10)_職場での呼び名	
AQ03_11	570	w2問3(11)_雇用契約期間	
AQ03_11S	571	w2問3(11)付問_雇用契約の更新	
AQ04_1A	572	w2問4(1)-1_ほぼ毎日残業	
AQ04_1B	573	w2問4(1)-2_社員数が恒常的に不足	
AQ04_1C	574	w2問4(1)-3_いつも締め切りに追われている	
AQ04_1D	575	w2問4(1)-4_互いに助け合う雰囲気	
AQ04_1E	576	w2問4(1)-5_一人ひとりが行う仕事が多い	
AQ04_1F	577	w2問4(1)-6_連携しながら行う仕事が多い	
AQ04_1G	578	w2問4(1)-7_先輩が後輩を指導する雰囲気	
AQ04_1H	579	w2問4(1)-8_社員の希望で移動できる仕組み	
AQ04_1I	580	w2問4(1)-9_若手社員の相談相手を決めている	
AQ04_1J	581	w2問4(1)-10_将来の仕事について相談できる機会	
AQ04_1K	582	w2問4(1)-11_いずれもあてはまらない	
AQ04_2A	583	w2問4(2)A_自分の仕事のペースを自分で決められる	
AQ04_2B	584	w2問4(2)B_職場の仕事のやり方を自分で決められる	
AQ04_2C	585	w2問4(2)C_部下の仕事のやり方を自分が決めている	
AQ04_2D	586	w2問4(2)D_教育訓練を受ける機会がある	
AQ04_2E	587	w2問4(2)E_職業能力を高める機会がある	
AQ04_2F	588	w2問4(2)F_自分の生活の必要にあわせて仕事を調整しやすい	
AQ04_2G	589	w2問4(2)G_今後1年間に失業（倒産）をする可能性がある	
AQ05	590	w2問5_この1年間に勤めた会社	
AQ06	591	w2問6_現在の暮らしむき	
AQ07A	592	w2問7A_この1年間の頻度―クラシック音楽のコンサートへ行く	
AQ07B	593	w2問7B_この1年間の頻度―ロック･ポップスのコンサートへ行く	
AQ07C	594	w2問7C_この1年間の頻度―美術館や博物館に行く	
AQ07D	595	w2問7D_この1年間の頻度―カラオケをする	
AQ07E	596	w2問7E_この1年間の頻度―パチンコをする	
AQ07F	597	w2問7F_この1年間の頻度―スポーツをする	
AQ07G	598	w2問7G_この1年間の頻度―図書館へ行く	
AQ07H	599	w2問7H_この1年間の頻度―小説や歴史などの本を読む	
AQ07I	600	w2問7I_この1年間の頻度―スポーツ新聞や女性週刊誌を読む	
AQ07J	601	w2問7J_この1年間の頻度―海外旅行に出かける	
AQ07K	602	w2問7K_この1年間の頻度―ボランティア活動をする	
AQ08	603	w2問8_独子かどうか	
AQ08A	604	w2問8付問-1_きょうだい1人目＿種別	
AQ08AS	605	w2問8付問-1_きょうだい1人目＿学歴	
AQ08B	606	w2問8付問-2_きょうだい2人目＿種別	
AQ08BS	607	w2問8付問-2_きょうだい2人目＿学歴	
AQ08C	608	w2問8付問-3_きょうだい3人目＿種別	
AQ08CS	609	w2問8付問-3_きょうだい3人目＿学歴	
AQ08D	610	w2問8付問-4_きょうだい4人目＿種別	
AQ08DS	611	w2問8付問-4_きょうだい4人目＿学歴	
AQ08E	612	w2問8付問-5_きょうだい5人目＿種別	
AQ08ES	613	w2問8付問-5_きょうだい5人目＿学歴	
AQ09A	614	w2問9_父の兄弟姉妹の有無	
AQ09AS	615	w2問9_父の兄弟姉妹数	
AQ09B	616	w2問9_母の兄弟姉妹の有無	
AQ09BS	617	w2問9_母の兄弟姉妹数	
AQ10A	618	w2問10A_子どもについての意見―できるだけ高い教育を受けさせたい	
AQ10B	619	w2問10B_子どもについての意見―家庭教師をつけたり、塾に通わせたい	
AQ10C	620	w2問10C_子どもについての意見―出来るだけ多くの財産を残してやりたい	
AQ11_1	621	w2問11(1)_同居している人数（本人含む）	
aq11_21a	622	w2 ??11(2)-1_?????Ƒ?1?l??_????	
aq11_21b	623	w2 ??11(2)-1_?????Ƒ?1?l??_????	
aq11_21c	624	w2 ??11(2)-1_?????Ƒ?1?l??_?N??	
aq11_21d	625	w2 ??11(2)-1_?????Ƒ?1?l??_?݊w??	
