
変数情報			
変数	位置	ラベル	欠損値
DQ52_3D	400	w5問52(3)-4_この1年間に交際してみたい異性と出会うためにやったこと―職場・アルバイト先の同僚・上司に紹介を依頼	
DQ52_3E	401	w5問52(3)-5_この1年間に交際してみたい異性と出会うためにやったこと―学校の授業・部活・サークル活動などに参加	
DQ52_3F	402	w5問52(3)-6_この1年間に交際してみたい異性と出会うためにやったこと―趣味・習い事に参加	
DQ52_3G	403	w5問52(3)-7_この1年間に交際してみたい異性と出会うためにやったこと―合コンに参加	
DQ52_3H	404	w5問52(3)-8_この1年間に交際してみたい異性と出会うためにやったこと―お見合いに参加	
DQ52_3I	405	w5問52(3)-9_この1年間に交際してみたい異性と出会うためにやったこと―お見合いパーティーに参加	
DQ52_3J	406	w5問52(3)-10_この1年間に交際してみたい異性と出会うためにやったこと―インターネット・携帯を通してさがす	
DQ52_3K	407	w5問52(3)-11_この1年間に交際してみたい異性と出会うためにやったこと―街中や旅先で声をかける	
DQ52_3L	408	w5問52(3)-12_この1年間に交際してみたい異性と出会うためにやったこと―結婚相談所や結婚仲介サービスに登録	
DQ52_3M	409	w5問52(3)-13_この1年間に交際してみたい異性と出会うためにやったこと―その他	
DQ52_3N	410	w5問52(3)-14_この1年間に交際してみたい異性と出会うためにやったこと―特にない	
DQ53	411	w5問53_現在交際している人はいるか	
DQ54_1Y	412	w5問54(1)_交際期間―年	
DQ54_1M	413	w5問54(1)_交際期間―月	
DQ54_2A	414	w5問54(2)-1_婚約者・交際相手と知り合ったきっかけ―親・きょうだいの紹介で	
DQ54_2B	415	w5問54(2)-2_婚約者・交際相手と知り合ったきっかけ―親・きょうだい以外の親族の紹介で	
DQ54_2C	416	w5問54(2)-3_婚約者・交際相手と知り合ったきっかけ―友人・知人・幼なじみの紹介で	
DQ54_2D	417	w5問54(2)-4_婚約者・交際相手と知り合ったきっかけ―職場の同僚・上司の紹介で	
DQ54_2E	418	w5問54(2)-5_婚約者・交際相手と知り合ったきっかけ―職場で	
DQ54_2F	419	w5問54(2)-6_婚約者・交際相手と知り合ったきっかけ―学校での授業・部活・サークル活動で	
DQ54_2G	420	w5問54(2)-7_婚約者・交際相手と知り合ったきっかけ―アルバイト先で	
DQ54_2H	421	w5問54(2)-8_婚約者・交際相手と知り合ったきっかけ―趣味・習い事で	
DQ54_2I	422	w5問54(2)-9_婚約者・交際相手と知り合ったきっかけ―合コンで	
DQ54_2J	423	w5問54(2)-10_婚約者・交際相手と知り合ったきっかけ―お見合いで	
DQ54_2K	424	w5問54(2)-11_婚約者・交際相手と知り合ったきっかけ―お見合いパーティーで	
DQ54_2L	425	w5問54(2)-12_婚約者・交際相手と知り合ったきっかけ―インターネット・携帯を通して	
DQ54_2M	426	w5問54(2)-13_婚約者・交際相手と知り合ったきっかけ―街中や旅先で	
DQ54_2N	427	w5問54(2)-14_婚約者・交際相手と知り合ったきっかけ―結婚相談所や結婚仲介サービスで	
DQ54_2O	428	w5問54(2)-15_婚約者・交際相手と知り合ったきっかけ―その他	
DQ54_2P	429	w5問54(2)-RC_婚約者・交際相手と知り合ったきっかけ―その他(地域のサークル等)	
DQ54_2R	430	w5問54(2)-RC_婚約者・交際相手と知り合ったきっかけ―その他（幼なじみ）	
DQ54_2S	431	w5問54(2)-RC_婚約者・交際相手と知り合ったきっかけ―その他（仕事関係）	
DQ54_2U	432	w5問54(2)-RC_婚約者・交際相手と知り合ったきっかけ―その他（病院で）	
DQ54_2V	433	w5問54(2)-RC_婚約者・交際相手と知り合ったきっかけ―その他（結婚式で）	
DQ54_2W	434	w5問54(2)-RC_婚約者・交際相手と知り合ったきっかけ―その他（イベントで）	
DQ54_3	435	w5問54(3)_婚約者・交際相手最終学歴	
DQ54_4	436	w5問54(4)_婚約者・交際相手と会う頻度	
DQ54_4A	437	w5問54(4)付問A_婚約者・交際相手がする頻度ー食事の用意	
DQ54_4B	438	w5問54(4)付問B_婚約者・交際相手がする頻度ー洗濯	
DQ54_4C	439	w5問54(4)付問C_婚約者・交際相手がする頻度ー家の掃除	
DQ54_4D	440	w5問54(4)付問D_婚約者・交際相手がする頻度ー日用品・食料品の買い物	
DQ55_A	441	w5問55-1_現在独身でいる理由―結婚するにはまだ若すぎるから	
DQ55_B	442	w5問55-2_現在独身でいる理由―結婚するには年をとりすぎているから	
DQ55_C	443	w5問55-3_現在独身でいる理由―結婚する必要性をまだかんじないから	
DQ55_D	444	w5問55-4_現在独身でいる理由―今は、仕事（または学業）にうちこみたいから	
DQ55_E	445	w5問55-5_現在独身でいる理由―今は、趣味や娯楽を楽しみたいから	
DQ55_F	446	w5問55-6_現在独身でいる理由―適当な相手にまだめぐり会わないから	
DQ55_G	447	w5問55-7_現在独身でいる理由―独身の自由さや気楽さを失いたくないから	
DQ55_H	448	w5問55-8_現在独身でいる理由―家の居心地がいいから	
DQ55_I	449	w5問55-9_現在独身でいる理由―異性とつきあう時間がないから	
DQ55_J	450	w5問55-10_現在独身でいる理由―異性とうまくつきあえないから	
DQ55_K	451	w5問55-11_現在独身でいる理由―結婚後の経済状況に不安があるから	
DQ55_L	452	w5問55-12_現在独身でいる理由―現在の交際をもっと深めたいから	
DQ55_M	453	w5問55-13_現在独身でいる理由―現在の交際相手との結婚を決めるタイミング、きっかけがないから	
DQ55_N	454	w5問55-14_現在独身でいる理由―交際相手が結婚を望んでいないから	
DQ55_O	455	w5問55-15_現在独身でいる理由―結婚資金が足りないから	
DQ55_P	456	w5問55-16_現在独身でいる理由―親や周囲が結婚に同意しないから	
DQ55_Q	457	w5問55-17_現在独身でいる理由―結婚後の生活全般に不安があるから	
DQ55_R	458	w5問55-18_現在独身でいる理由―その他	
DQ55_S	459	w5問55-19_現在独身でいる理由―現在の交際相手ともうすぐ結婚する予定	
dq55_u	460	w5問55-RC_現在独身でいる理由―その他(親に問題があるから)	
dq55_v	461	w5問55-RC_現在独身でいる理由―その他(子どもに問題があるから)	
dq55_w	462	w5問55-RC_現在独身でいる理由―その他(健康問題があるから)	
DQ56_A	463	w5問56-1_10年後の働き方―正社員・正職員として働いていたい	
DQ56_B	464	w5問56-2_10年後の働き方―自分で事業をおこしていたい	
DQ56_C	465	w5問56-3_10年後の働き方―親の家業を継いでいたい	
DQ56_D	466	w5問56-4_10年後の働き方―独立して一人で仕事をしていたい	
DQ56_E	467	w5問56-5_10年後の働き方―アルバイトやパートで働いていたい	
DQ56_F	468	w5問56-6_10年後の働き方―専業主婦・主夫でいたい	
DQ56_G	469	w5問56-7_10年後の働き方―働かないでいたい	
DQ56_H	470	w5問56-8_10年後の働き方―その他	
DQ56_I	471	w5問56-9_10年後の働き方―わからない	
DQ57A	472	w5問57A_起床時間	
DQ57AX	473	w5問57A_起床時間―午前午後	8, 9
DQ57AY	474	w5問57A_起床時間―時	88, 99
DQ57AZ	475	w5問57A_起床時間―分	88, 99
DQ57B	476	w5問57B_家を出る時間	
DQ57BX	477	w5問57B_家を出る時間―午前午後	8, 9
DQ57BY	478	w5問57B_家を出る時間―時	88, 99
DQ57BZ	479	w5問57B_家を出る時間―分	88, 99
DQ57C	480	w5問57C_家に帰ってくる時間	
DQ57CX	481	w5問57C_家に帰ってくる時間―午前午後	8, 9
DQ57CY	482	w5問57C_家に帰ってくる時間―時	88, 99
DQ57CZ	483	w5問57C_家に帰ってくる時間―分	88, 99
DQ57D	484	w5問57D_就寝する時間	
DQ57DX	485	w5問57D_就寝する時間―午前午後	8, 9
DQ57DY	486	w5問57D_就寝する時間―時	88, 99
DQ57DZ	487	w5問57D_就寝する時間―分	88, 99
dq57a24	488	w5起床24時制	88, 99
dq57b24	489	w5出宅24時制	88, 99
dq57c24	490	w5帰宅24時制	88, 99
dq57d24	491	w5就寝24時制	88, 99
dq57b48	492	w5出宅48時制	88, 99
dq57c48	493	w5帰宅48時制	88, 99
dq57d48	494	w5就寝48時以上制	88, 99
DQ58A_1	495	w5問58A-1_知り合いにいる職業ー家族・親族にー弁護士	
DQ58A_2	496	w5問58A-2_知り合いにいる職業ー家族・親族にー中学校・高校の職員	
DQ58A_3	497	w5問58A-3_知り合いにいる職業ー家族・親族にー警察官	
DQ58A_4	498	w5問58A-4_知り合いにいる職業ー家族・親族にー銀行員	
DQ58A_5	499	w5問58A-5_知り合いにいる職業ー家族・親族にー大企業の社長・役員	
DQ58A_6	500	w5問58A-6_知り合いにいる職業ー家族・親族にータクシー運転手	
DQ58A_7	501	w5問58A-7_知り合いにいる職業ー家族・親族にー新聞記者	
DQ58A_8	502	w5問58A-8_知り合いにいる職業ー家族・親族にー議員(国または地方)	
DQ58A_9	503	w5問58A-9_知り合いにいる職業ー家族・親族にー農家	
DQ58A_10	504	w5問58A-10_知り合いにいる職業ー家族・親族にー地方公務員	
DQ58A_11	505	w5問58A-11_知り合いにいる職業ー家族・親族にー医師	
DQ58A_12	506	w5問58A-12_知り合いにいる職業ー家族・親族にー理容師・美容師	
DQ58A_13	507	w5問58A-13_知り合いにいる職業ー家族・親族にー中小企業の社長	
DQ58A_14	508	w5問58A-14_知り合いにいる職業ー家族・親族にーコンピュータプログラマー	
DQ58A_15	509	w5問58A-15_知り合いにいる職業ー家族・親族にー看護師(看護婦・看護師)	
DQ58A_16	510	w5問58A-16_知り合いにいる職業ー友人・知人にー当てはまる人はいない	
DQ58B_1	511	w5問58B-1_知り合いにいる職業ー友人・知人にー弁護士	
DQ58B_2	512	w5問58B-2_知り合いにいる職業ー友人・知人にー中学校・高校の職員	
DQ58B_3	513	w5問58B-3_知り合いにいる職業ー友人・知人にー警察官	
DQ58B_4	514	w5問58B-4_知り合いにいる職業ー友人・知人にー銀行員	
DQ58B_5	515	w5問58B-5_知り合いにいる職業ー友人・知人にー大企業の社長・役員	
DQ58B_6	516	w5問58B-6_知り合いにいる職業ー友人・知人にータクシー運転手	
DQ58B_7	517	w5問58B-7_知り合いにいる職業ー友人・知人にー新聞記者	
DQ58B_8	518	w5問58B-8_知り合いにいる職業ー友人・知人にー議員(国または地方)	
DQ58B_9	519	w5問58B-9_知り合いにいる職業ー友人・知人にー農家	
DQ58B_10	520	w5問58B-10_知り合いにいる職業ー友人・知人にー地方公務員	
DQ58B_11	521	w5問58B-11_知り合いにいる職業ー友人・知人にー医師	
DQ58B_12	522	w5問58B-12_知り合いにいる職業ー友人・知人にー理容師・美容師	
DQ58B_13	523	w5問58B-13_知り合いにいる職業ー友人・知人にー中小企業の社長	
DQ58B_14	524	w5問58B-14_知り合いにいる職業ー友人・知人にーコンピュータプログラマー	
DQ58B_15	525	w5問58B-15_知り合いにいる職業ー友人・知人にー看護師(看護婦・看護師)	
DQ58B_16	526	w5問58B-16_知り合いにいる職業ー友人・知人にー当てはまる人はいない	
DQ58C_1	527	w5問58C-1_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー弁護士	
DQ58C_2	528	w5問58C-2_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー中学校・高校の職員	
DQ58C_3	529	w5問58C-3_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー警察官	
DQ58C_4	530	w5問58C-4_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー銀行員	
DQ58C_5	531	w5問58C-5_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー大企業の社長・役員	
DQ58C_6	532	w5問58C-6_知り合いにいる職業ー家族・親族・友人を通して紹介可能ータクシー運転手	
DQ58C_7	533	w5問58C-7_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー新聞記者	
DQ58C_8	534	w5問58C-8_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー議員(国または地方)	
DQ58C_9	535	w5問58C-9_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー農家	
DQ58C_10	536	w5問58C-10_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー地方公務員	
DQ58C_11	537	w5問58C-11_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー医師	
DQ58C_12	538	w5問58C-12_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー理容師・美容師	
DQ58C_13	539	w5問58C-13_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー中小企業の社長	
DQ58C_14	540	w5問58C-14_知り合いにいる職業ー家族・親族・友人を通して紹介可能ーコンピュータプログラマー	
DQ58C_15	541	w5問58C-15_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー看護師(看護婦・看護師)	
DQ58C_16	542	w5問58C-16_知り合いにいる職業ー家族・親族・友人を通して紹介可能ー当てはまる人はいない	
DQ60	543	w5問60_15歳時の暮らしむき	
DQ61	544	w5問61_中学3年時の学年成績	
DQ62_A	545	w5問62-1_15歳時に自宅にあったもの―持ち家	
DQ62_B	546	w5問62-2_15歳時に自宅にあったもの―田園・山林（家庭菜園は除く）	
DQ62_C	547	w5問62-3_15歳時に自宅にあったもの―風呂	
DQ62_D	548	w5問62-4_15歳時に自宅にあったもの―自分専用の机	
DQ62_E	549	w5問62-5_15歳時に自宅にあったもの―学習机	
DQ62_F	550	w5問62-6_15歳時に自宅にあったもの―応接セット	
DQ62_G	551	w5問62-7_15歳時に自宅にあったもの―ピアノ	
DQ62_H	552	w5問62-8_15歳時に自宅にあったもの―テレビ	
DQ62_I	553	w5問62-9_15歳時に自宅にあったもの―ラジオ	
DQ62_J	554	w5問62-10_15歳時に自宅にあったもの―ビデオデッキ	
DQ62_K	555	w5問62-11_15歳時に自宅にあったもの―冷蔵庫	
DQ62_L	556	w5問62-12_15歳時に自宅にあったもの―電子レンジ	
DQ62_M	557	w5問62-13_15歳時に自宅にあったもの―電話（携帯電話・PHS）含む	
DQ62_N	558	w5問62-14_15歳時に自宅にあったもの―百科事典	
DQ62_O	559	w5問62-15_15歳時に自宅にあったもの―文学全集・図鑑	
DQ62_P	560	w5問62-16_15歳時に自宅にあったもの―パソコン・ワープロ	
DQ62_Q	561	w5問62-17_15歳時に自宅にあったもの―クーラー・エアコン	
DQ62_R	562	w5問62-18_15歳時に自宅にあったもの―自家用車	
DQ62_S	563	w5問62-19_15歳時に自宅にあったもの―美術品・骨董品	
DQ62_T	564	w5問62-20_15歳時に自宅にあったもの―別荘	
DQ63	565	w5問63_15歳時に自宅にあった本の冊数	
DQ64_A	566	w5問64-1_15歳時の父親の家事・育児への態度:母親まかせ	
DQ64_B	567	w5問64-2_15歳時の父親の家事・育児への態度:家事母・子育て協力	
DQ64_C	568	w5問64-3_15歳時の父親の家事・育児への態度:家事協力・子育て母	
DQ64_D	569	w5問64-4_15歳時の父親の家事・育児への態度:家事も子育ても協力的	
DQ64_E	570	w5問64-5_15歳時の父親の家事・育児への態度:その時父はいなかった	
DQ64_F	571	w5問64-6_15歳時の父親の家事・育児への態度:その他	
DQ65	572	w5問65_15歳時の家庭の雰囲気	
DQ66	573	w5問66_中学３年時の希望進学段階	
